it,loss,R,rmean,rvar,cx,cy,cp,cq
181,1.1954416842221027,1.1954405873382143,0.937719188852856,0.024384290099975003,-0.015381375839078905,0.009743087124942316,-0.024130156253206296,0.013291781203874345
182,1.1952200852566315,1.195219296847936,0.9364785406430037,0.024671021324102194,-0.011561170383046108,0.008369335220365298,-0.023983268334705665,0.0017253633353767318
183,1.1951940114431294,1.195192595815919,0.9391466811739225,0.02469443554838434,-0.02039667090444493,0.01589268293726902,-0.01356667879330709,0.023587053338819747
184,1.1951141782621955,1.1951133368180407,0.9373625182292465,0.024792869210624152,-0.013774117178484062,0.016275613714033365,-0.016840360904628093,0.00982395742145535
185,1.194423227712613,1.1944224129238272,0.9397522588092811,0.02477735652463061,-0.009910562491300463,0.014150596558187222,-0.022540904592616158,-0.0011964472064172043
186,1.1940904519455149,1.1940891126139748,0.9380791344354722,0.024605203119535957,-0.013358069253466132,0.022101527010467147,-0.01923702483970966,0.017188809516036012
187,1.1964085370169877,1.1964072684125735,0.940307977788708,0.024899039985794,-0.00911017333181197,0.02258991545521442,-0.025179976448865195,0.0058553568109913365
188,1.1969581879308886,1.1969572847350298,0.9433947480616177,0.02450947173875366,-0.009541862662507583,0.008969533440468608,-0.0245955619578943,0.01093961283464632
189,1.196930226305063,1.1969292588342353,0.9382259525675264,0.02564016379711244,-0.013743765667909656,0.015894736157888063,-0.02234307336120515,0.004421968840843172
190,1.1973077931836544,1.1973064901444355,0.9395638859625179,0.025114832890940044,-0.010746580423929118,0.020231678429205223,-0.019350982893945223,0.019912646562708816
191,1.1956306254581024,1.195629870065775,0.938832881161615,0.02488409987878177,-0.010791001846870965,0.009648569487699498,-0.02312262339280836,0.001963270867165349
192,1.1915799225984753,1.1915794862764089,0.939043443787667,0.02484770203549767,-0.004688756072636503,0.0003901502451092475,-0.01910386911553911,0.006465136932145336
193,1.1861207989578912,1.1861195719334705,0.9349987189297074,0.02488854916219681,-0.013463579846666941,0.025945626358519235,-0.01909348999988474,-0.0007067488513183212
194,1.1866477301833307,1.1866465347644197,0.9392118397207349,0.02433459231707686,-0.009959072795801528,0.025993894980974805,-0.016719541520685215,0.011549758191017029
195,1.1865389788318799,1.186537544926786,0.9354820191236413,0.024338299225514382,-0.01655262899150053,0.024687103302187173,-0.023273260496050142,0.0010524515350777103
196,1.1859279435433216,1.185926160039458,0.9339322908579754,0.02480617807037542,-0.017838007518330264,0.015013470718412136,-0.035097653887182646,-0.0005000442117162435
197,1.188653317969296,1.1886505432619114,0.9371976102848933,0.02467961850881168,-0.013262710532970231,0.04144010041156572,-0.025186600123091363,0.015467700769283025
198,1.1866535766385164,1.186651258382074,0.9369337513216394,0.024870136357921468,-0.013707501901788115,0.029264107326164066,-0.03551586409029182,-0.0021432451120775983
199,1.1834903861701234,1.1834882316043385,0.9371282892911837,0.024240755336658402,-0.004354067460734276,0.029116963085704405,-0.03469579344208327,0.00871365753199934
200,1.1828825334857942,1.1828808219438627,0.9370508584152807,0.023982221959798503,-0.012309593896461251,0.02168937649184005,-0.03207782104025934,0.007240527069654379
201,1.1795715470699442,1.1795698027114032,0.9350948869261564,0.02433359503955514,-0.004273876846332163,0.02204283441397159,-0.03401922908107111,0.008638461053260067
202,1.1749570542773196,1.174955974759664,0.9357841880614207,0.024595612579841553,-0.004341431733649945,0.011090984518845909,-0.026466477272618222,-0.015126169944689
203,1.1765539259993123,1.1765531231134085,0.9344195131063728,0.024234889775585335,0.0024100602474666174,0.00649277757038762,-0.018520406843332657,-0.020085387345802903
204,1.1726377631810543,1.1726368710095978,0.9389257100073325,0.024196023909991766,-0.005513438701600156,0.016948461453659556,-0.015835868435039913,-0.017752478070633813
205,1.1758902680176357,1.1758896793166498,0.9328903639444757,0.0244957262929785,0.0023058907528092807,0.010293337890640462,-0.017332798087790906,-0.012972867252108373
206,1.180825428292696,1.1808244124446023,0.939590550722762,0.024031434399265323,0.003554990053497401,0.00712257774810439,-0.012502002813337583,-0.028060012672659097
207,1.181216180829154,1.1812153504476777,0.9436187350242738,0.023855372851219865,0.005382306714407453,0.012259270140824036,-0.008845610189541386,-0.023747948141629546
208,1.1771697587804257,1.1771689421885514,0.9364678628801408,0.02476597051456119,0.0008030122434087541,0.022127311057424947,-0.007340319355289668,-0.016230857582904858
209,1.1721566750695935,1.1721554852555855,0.9387298201064224,0.024420514474550663,-0.0052100394991398385,0.01972368980822951,-0.005867368196912307,-0.027020555231944285
210,1.1737623388598637,1.1737605038754573,0.9375047743005945,0.02447655910035852,-0.011121921170583618,0.03301360238370665,-0.011890945839820465,-0.021697245483175764
211,1.1785837842738398,1.178582813577389,0.9423117088742798,0.024582167668071756,-0.015799075664325073,0.024721326090585014,-0.006026298339789266,-0.008016263139924982
212,1.194741506458094,1.1947400690749188,0.9386984042876871,0.025152448238606108,-0.01905027590535868,0.026662430475187213,-0.01161701459694724,-0.014803371992739692
213,1.2054277235904303,1.2054262027845704,0.9356461412892602,0.024391846889692967,-0.025338505757557035,0.015950832886824876,-0.019685173681672937,-0.015074144847528535
214,1.2062385314182404,1.2062375522575326,0.9406144172731556,0.024864665108692275,-0.016667389171402723,0.019855955615966227,-0.013351553994582484,-0.010914832062757642
215,1.2006984474491262,1.2006975592366567,0.9385722961244325,0.024864690697275375,-0.01894298522546107,0.01891870815598316,-0.011624208880038466,0.005150952016379099
216,1.194252479070165,1.194251584547373,0.941533982235145,0.025050384430702254,-0.015935859436013174,0.015208477847485241,-0.015018928225427615,0.013182914760301465
217,1.2017948599678552,1.2017946094790102,0.9383402611776921,0.025157970931189284,-0.010164008660147033,0.009711596406503726,-0.006466302768321294,-0.0010042779294844627
218,1.2030183413771691,1.2030181960767665,0.9364906767859505,0.02594779903019808,0.002064917076658465,0.009890242497406432,0.0053676932452295795,-0.0020561436021424837
219,1.2056449822742694,1.2056448315006736,0.938981490681674,0.026195405196024042,-0.010626698656096134,0.0015364269295949312,0.005005156158405976,0.0003353913076182096
220,1.2167357885617527,1.2167351719899757,0.9404113120867275,0.02575699642195792,-0.008838357239300118,0.0063966134300315666,0.02015272212190686,-0.008996166371375304
221,1.2280586144776386,1.2280577592524073,0.9427392874463036,0.026136710249672585,-0.010118689542208813,-0.0002805254043572972,0.013501362538223819,-0.023660831121196078
222,1.2386299459294807,1.2386289641757,0.9402101538018365,0.026467003227353212,-0.009566356543363515,0.001318165815239329,0.018181380131561734,-0.023390910119388555
223,1.245644960961604,1.245642553408616,0.9429398807475396,0.027194364488888227,-0.01147532340762901,0.00751784823546233,0.015318950176446964,-0.04442642548667467
224,1.2517015886412994,1.2516996818376667,0.9466435985787232,0.026509923811524363,-0.014996127698875511,0.006156144716503725,0.008520775036000032,-0.03950025239793703
225,1.256066025538413,1.256063918990049,0.9450776121219492,0.027194412601542373,-0.01524143614873257,0.0010262044908209292,0.007032964567180507,-0.042572357097643544
226,1.2599375958785899,1.259936170408903,0.9443237396422052,0.027929335403693432,-0.021481856423678704,0.006511864332123151,0.010298459665665954,-0.02835540484304316
227,1.2657316765162978,1.2657306317606072,0.9498993778783613,0.028114070072818274,-0.01270441958773146,0.012284630572751025,-0.0022569317898703976,-0.02675166194736343
228,1.2734369413053732,1.2734344927220682,0.9476096068578771,0.027987665167228473,-0.026167631979105484,0.0216740434915489,-0.014156737067177455,-0.03289056263570948
229,1.2783439371119418,1.2783423145404842,0.9443301999772244,0.027250822213399733,-0.023404508353029846,0.012381726536004452,-0.010465888424973736,-0.02828249607602682
230,1.277712315583144,1.2777109040178294,0.9501935566392125,0.02841470822582704,-0.022157839827995417,0.01227694944245724,-0.024465370726748717,-0.012611779990168036
231,1.2816120346777935,1.2816101906321815,0.9447036153455289,0.028300027122616152,-0.030625155287995958,0.019367176333912065,-0.02089022389874215,-0.009065111044354804
232,1.2899607500907493,1.2899579944452368,0.9467564316048704,0.027547255779705872,-0.026627260198684364,0.022091374454865795,-0.0364530588638328,-0.01473335820278145
233,1.2954582944176416,1.2954551469827713,0.9465137240532427,0.027421741268501543,-0.039299112883969846,0.015531099428173335,-0.036682706657669664,0.001799722556037416
234,1.3025965080221924,1.3025934849592902,0.9463614979285134,0.027231728588858688,-0.030348529787768218,0.01573511038338719,-0.040579875746729624,-0.013947713881827107
235,1.3056929024110733,1.3056893341735563,0.9407053914465482,0.027548412875881875,-0.042769653130613546,0.029125123678257456,-0.02960215644535327,-0.001016307050263639
236,1.304899493496441,1.304896590655907,0.9480416912489082,0.02715300314540019,-0.03497848271388811,0.02209763215502584,-0.03414428262940432,0.003402718235374214
237,1.302950661596087,1.302948512491223,0.9447063732867914,0.026821416411306007,-0.037273964814920985,0.005217810309270161,-0.02305894131604032,0.013673133404018848
238,1.2969146568117995,1.2969128796165772,0.9408681467465154,0.02719758595845504,-0.033101549684507896,0.016298853166113677,-0.01996697280277645,0.0017474499014332448
239,1.2858163853760411,1.2858134870922955,0.9453520942898543,0.026320640129024325,-0.03704633943829265,0.027343166101728645,-0.02017772432693888,-0.01888712064058315
240,1.26893322851605,1.2689309251860577,0.9423445133988477,0.026040164768910842,-0.03690156452624869,0.02050898880991695,-0.009072716790547334,-0.0205931012971541
241,1.245111262332867,1.2451094519651336,0.9379983638481941,0.02541154670243477,-0.02294214995194545,0.02277139730192079,-0.014373609415639197,-0.023324219410121475
242,1.2264654328461033,1.2264632872380157,0.9397168841669924,0.0248321050690975,-0.027382248711910088,0.011550888583720479,-0.0019263945641046394,-0.035263651063542095
243,1.2325163023736352,1.2325147327831416,0.9379485627238685,0.023905387060129124,-0.009599681024541647,0.006938198420324596,-0.012082025317569519,-0.03560727390053093
244,1.1961259754690783,1.1961245963066212,0.939362228571703,0.022745826934586905,-0.009200061684665608,-0.007523401045923113,-0.015011668002265945,-0.03157291969136709
245,1.1998782406601276,1.199874477219289,0.9316830739943377,0.023124363364371712,-0.005547243988329228,0.0028437252160516107,0.0044035212021868424,-0.06073862143650086
246,1.208551250920571,1.2085464589936565,0.938569794313893,0.02189040883909112,-0.016173702670626577,0.017100929969868315,0.0071251740448860165,-0.06458190914103841
247,1.199580590094533,1.1995772231192185,0.9342881927808718,0.02141196157350413,0.0005270388397126832,0.012603708181390049,0.008277168732169222,-0.055881500084471014
248,1.1922450532618754,1.1922427168551142,0.9272832735075844,0.021696676243132724,-0.014791617210504038,-0.009295809277658725,-0.004774624946530276,-0.044626701993222544
249,1.1637093288225135,1.163707004411821,0.9324741897100767,0.020283981333920086,-0.004980430123865669,0.0010675901719232725,-0.01053141641573903,-0.04658793302079177
250,1.156188299808266,1.1561854028588692,0.9281548115378291,0.02012619583582068,-0.007903663957958012,0.004491374953759435,-0.018301133849179283,-0.04961856048253323
251,1.1608011429751184,1.1607991839140157,0.9298704363144775,0.01971342982801267,-0.004110137334687882,0.005934082394096251,-0.015262881686242184,-0.040698570277217724
252,1.140495156772208,1.14049320308725,0.9287084366070293,0.01954335402854566,-0.006336459635071151,0.007839200477041511,-0.016388893818849185,-0.039568564892605164
253,1.1377084573959266,1.1377067311476663,0.9257387264061805,0.019365144896542123,-0.015601884817506477,0.004263081687057363,-0.013404554024377676,-0.03559458940116166
254,1.1319316203140397,1.1319307759750727,0.9244306395520706,0.018763304703570686,-0.012235566013777467,0.00802781844423984,-0.015406500048199753,-0.01935562821838151
255,1.1265234444294412,1.126522628138188,0.9223049805167371,0.019065285331240824,-0.009944488942851838,-0.010482122311402824,-0.023908892981420498,-0.004185603487123435
256,1.1266015798494136,1.1266009783720043,0.92488058219842,0.018512150970653334,-0.010837687410430022,-0.00680729826334908,-0.016374813205471777,-0.012288938519302173
257,1.131402282930972,1.1314015002218967,0.9236696074402251,0.01862238206700285,-0.017181625776694357,0.005279013395275734,-0.016103424283342018,-0.013476105165834728
258,1.1371375594034374,1.1371372413300005,0.9245096787229998,0.018252206444019873,-0.006672173000997209,0.0035786607534634214,-0.009853015917215064,-0.012032691707578409
259,1.131349687877906,1.1313489578881006,0.9272480273777405,0.01826969775811517,-0.02028224347843377,-0.00588911813325781,-0.012834493893033665,-0.010009004228209873
260,1.135586679165609,1.135586309486448,0.9217766117794581,0.018506679311805444,-0.01299243751273184,0.0018315339680370617,-0.008311517358812186,-0.010453157599253122
261,1.1278266430577268,1.1278257768443378,0.9275612826191987,0.017788960715524833,-0.021323474048911804,0.015097115578294198,-0.00909860160014552,-0.009029080926818554
262,1.1500690608609792,1.1500685195427052,0.9254182471423535,0.017862684221609422,-0.012748125270413538,0.01188382558777622,-0.006881010718903286,-0.013070358571611982
263,1.1436623515373707,1.1436619347869459,0.9253371957752757,0.017421973544802537,-0.01698266616137183,0.0018455654550973198,-0.005108106785392721,-0.008906803997620708
264,1.1247357289711153,1.124735330478062,0.9302418318504039,0.017656303082094947,-0.008465438719826579,0.01203733455146331,-0.004928792347407281,-0.0117474493832342
265,1.1255960419686821,1.1255958438056448,0.9272823419021595,0.01725058325943674,-0.011831726723432894,0.004303251948433454,-0.0013658322794066961,-0.004243901909117857
266,1.1330878634094808,1.1330875316485771,0.929590089253542,0.01770564518877483,-0.008769579662568541,-0.0032407928915445913,-0.010902541575566844,0.01027397814571763
267,1.1326925438064768,1.1326916893744197,0.9289260542244229,0.01717161079915353,-0.0038182621389105027,-0.011609193888239933,-0.020534444893703374,0.016228166395434583
268,1.128843265025505,1.128842367475095,0.9284418960489902,0.017103405763928207,-0.008426156903462356,-0.019249835945414073,-0.014559411976441259,0.014961441923731016
269,1.1402758899914687,1.1402745555666254,0.9241990329318346,0.01746401368609934,-0.009149823386640075,-0.012941941041424964,-0.026723271517761386,0.018675861967357203
270,1.130416048409858,1.1304137271984827,0.9287613897275886,0.017487599996548652,-0.007056702335021991,-0.0103822674714494,-0.034593870142033835,0.030764461807852042
271,1.1304274276675812,1.1304261195354228,0.9266907290678001,0.017312303780884993,-0.00997117236764986,-0.006822208334204018,-0.02959053091788836,0.01630899225065963
272,1.1282803529964962,1.1282790359635757,0.9280920567163159,0.017350300209729667,-0.008229951259824739,-0.009373961044768897,-0.031247959702272395,0.01281737334352628
273,1.1230536817626295,1.1230522318002951,0.9236899536706074,0.017218458123686674,-0.010999848110428046,-0.02020388174673069,-0.029331499500646827,0.006293986279998592
274,1.1193653457737334,1.1193642716298082,0.9265443441613421,0.017311195645737503,-0.013008807073797887,-0.016554148175044813,-0.024328295678615962,0.004251825264427126
275,1.1214528705371847,1.1214523756781785,0.9220594846559002,0.016956658482459013,0.004010389637609459,-0.013075437466775123,-0.010584217635269927,-0.0132187031526525
276,1.121714410888571,1.1217135921537196,0.9238094065013114,0.01729188111356657,-0.00852771646601307,-0.021320175526127742,-0.009764579709270492,-0.01322680292147901
277,1.1247407316991176,1.1247401947867375,0.9243209805516368,0.017189659254498415,-0.004024687414471562,-0.01721549527845071,-0.013230491860841038,-0.0052923716533395245
278,1.1181607534311961,1.1181599491395624,0.9236164887051678,0.01707514591312918,-0.011722527382024586,-0.013066291685088303,-0.02165860761219391,-0.002381035233116459
279,1.116496522685078,1.1164958360899233,0.9251479312041505,0.016939009028295288,-0.006425949253962699,-0.021958763114681708,-0.011147163579536065,-0.004168506266517828
280,1.117453858674909,1.1174524066911542,0.9254542453424536,0.016951180870794374,-0.01563174908645563,-0.030775070534540698,-0.013048931579391507,-0.008286935417580257
281,1.1176424233302018,1.1176416427994602,0.9217817771743387,0.01705916167881597,-0.013021916555603752,-0.020746802832821522,-0.012539073153314614,0.001273507505627947
282,1.1172006079204315,1.1172001240462037,0.9226958780281214,0.016911162475974694,-0.013770506151558285,-0.014418178940807835,-0.007952983584122908,-0.0011538313088911517
283,1.1184360053454772,1.1184339334296287,0.9211974164298298,0.01704139484882558,-0.01642863116489705,-0.03425892128085905,-0.02453500775420353,-0.002119471845843487
284,1.1194480048380127,1.119446506913527,0.9266704458610195,0.017015302452833846,-0.017750526052119086,-0.029464594208687248,-0.01576954711990178,-0.006634662068142451
285,1.124544805891972,1.12454381402667,0.9244123318723868,0.017524822622775594,-0.012336963466615544,-0.024690849226943708,-0.014412262243394518,0.0004784120268952942
286,1.121433994266876,1.1214328291767899,0.9255070677947232,0.017150924779564487,-0.009573131892504421,-0.024693317219425363,-0.0209630953477552,-0.0014368359967066623
287,1.122979335862381,1.1229783372723192,0.924890520597307,0.01723925977343177,-0.016367761857030493,-0.014726825444596815,-0.021715346546538023,-0.004471660684701632
288,1.1229567350547922,1.1229553095617342,0.9264359562131464,0.016723834867524465,-0.011436535009818612,-0.019660080222356532,-0.029607540991810555,0.0030382001444340004
289,1.1217453803186903,1.1217444880587808,0.9252278279312862,0.01707267336815963,-0.011999561959181884,-0.019918541529102017,-0.01779831823777971,0.003508457735289696
290,1.118898141315626,1.118896683381824,0.9221469003474908,0.016660867640761835,-0.016597059044017235,-0.022117878726507636,-0.025491306736552678,0.004575971932428852
291,1.1194175791916199,1.1194161143642094,0.9227763776722961,0.017399434663968726,-0.020341760565083918,-0.023210679252000033,-0.02190342593498438,0.0031504979264456523
292,1.1200009578340044,1.1200002983945978,0.9274982999882565,0.01708223532232471,-0.013239684230072726,-0.015885033505927987,-0.014392812387551942,0.0013962203941828809
293,1.1223825862084813,1.1223820204288264,0.9242749610874722,0.0172237434538655,-0.014472615496846213,-0.010952383162747187,-0.01458117649390555,-0.0009742789778486695
294,1.124815109077835,1.124813920764104,0.9252754831033764,0.016843032730245865,-0.01873378460652456,-0.026163429968712158,-0.008037377617552048,0.008082717172594964
295,1.1277865857070828,1.1277861928618316,0.9227775140190182,0.017188116264169006,-0.012062586074480425,-0.013593960197163815,-0.00603750475851003,-0.001758281092220026
296,1.12730337208535,1.127302925935311,0.9234875750689269,0.017092580211185277,-0.004073299629045834,-0.019488012018629295,-0.00026188944186438337,0.005158541329662881
297,1.1273644858864313,1.1273637279853734,0.9225807231843598,0.01691427320501658,-0.0049330551324398095,-0.019442323841047358,-0.015549872799270635,0.009516858194289678
298,1.126393278262236,1.1263923417009083,0.9229384030318395,0.016726786677809642,-0.009783609671451112,-0.021812565689336566,-0.011970204391171971,0.01408821261145864
299,1.1254318185717542,1.12543103885192,0.9212301610082001,0.01731862754786285,-0.0025134443257604742,-0.024159070450476293,-0.012067045634692505,0.004553865457568074
300,1.1240103591264057,1.1240096185538426,0.9218231180308979,0.01703468724177451,0.002654025786114744,-0.02211503110509858,-0.0032711619007669696,0.014500384300934532
