it,loss,R,rmean,rvar,cx,cy
136,0.7600521316957031,0.760036485485361,0.5041504893962203,0.048640737789603004,0.12489226585962727,-0.006905504512187466
137,0.7589291605777171,0.7589179987296775,0.49955560271375365,0.048588680007694035,0.10497128172433161,-0.011934688216357143
138,0.7553233302428423,0.7553119808128906,0.5005280494018104,0.048913054479148316,0.10653164317328591,-3.711717954371371e-05
139,0.7570197895838202,0.7570095512869355,0.4981565338892971,0.04880803565938961,0.10098607360264827,0.006298624200624105
140,0.7560826934755761,0.756068818478599,0.5006840403716083,0.04846296904076001,0.11752207240770808,-0.007944899363287055
141,0.7545755931795062,0.754563773329299,0.49955689931479896,0.04851994939347192,0.1081897508702369,-0.010695144655160395
142,0.7601314517146084,0.7601190184672104,0.5018323190979731,0.04859298404490967,0.11109618124984566,-0.009509844258604594
143,0.7667794751730621,0.7667672095875567,0.500917433103385,0.04874232657581791,0.10996776346716376,-0.013123350006333735
144,0.763912254331573,0.7638997573776131,0.49823026802596976,0.04887108484549634,0.11165061394596684,-0.0055354603681557766
145,0.7609678464245134,0.7609544403644765,0.5027909623554287,0.04869229719433343,0.11565814841365914,0.005366822121015602
146,0.7571709361681632,0.7571572931029573,0.5013029519702812,0.04842814077116469,0.11672621311231128,-0.0041959233154501615
147,0.7623903442136969,0.7623774845450736,0.50149282934508,0.04859465850899017,0.11336021535518603,0.0029447178571855802
148,0.7714201761420342,0.771408816306622,0.5004226728944253,0.04869402595298713,0.10657889885136526,0.0005500993774936626
149,0.7710040178547904,0.7709934232409967,0.5017789028515433,0.048834808578313744,0.1029232461727119,-0.0009710253554568676
150,0.7624376213332157,0.7624256327917963,0.5016692110405787,0.04855825486055294,0.1086876724048621,-0.013230924056877987
151,0.757419630956708,0.7574081524545021,0.49995310499117024,0.04845114218300648,0.10707061326031099,-0.0037297733801468437
152,0.7597429458188526,0.7597309470122281,0.5012456923589389,0.04845611579350037,0.10953553721348061,-0.000543785479049314
153,0.7666032551655523,0.7665902197309202,0.5026548918663458,0.04863863711500587,0.11413769191275294,-0.002745363712189557
154,0.7652399139843293,0.7652288639401853,0.4999185634997757,0.048690842580110916,0.10493609687984076,-0.006162087606494054
155,0.7629779411549045,0.7629641194291541,0.5021623423163375,0.04859157898221031,0.11735263876152985,-0.007042293998987383
156,0.7693044328843399,0.7692907574958822,0.500760030463087,0.04871703792207183,0.11535450291175497,-0.019189297585617986
157,0.7692636933500807,0.7692508347529103,0.5019840594625465,0.048628218089781586,0.11125680170501731,-0.021909346491199976
158,0.7606406170085057,0.7606275021195336,0.5008096826443064,0.04867764433668909,0.11349075921515271,-0.015304784734487207
159,0.7661504193844558,0.7661405818745513,0.4976883658259069,0.04909153839549215,0.09889497520645046,-0.007536068179676004
160,0.7706127906713952,0.7706019051938284,0.4985635893926036,0.04889909036485968,0.10409594753023586,0.0070001758933113355
161,0.7674551532962589,0.767442992186129,0.49898129490034204,0.0486445233958112,0.11000871813924512,0.007660283215106241
162,0.7699293083958956,0.769919759975011,0.4972455793086163,0.048581811965207916,0.09756330365031411,0.005413480583085584
163,0.7706323091447306,0.770624403040647,0.4969901880132385,0.04865262599479402,0.0883499891339662,0.00999310315132538
164,0.7714877345826981,0.7714792563829015,0.4978552188409939,0.04879012520720882,0.09145745539112789,0.01063993500197104
165,0.7713672497570964,0.7713601289418974,0.4977591330304385,0.048960361572677545,0.0842752645155168,0.004238478165444422
166,0.7685855901987865,0.7685773112076858,0.4978980558212075,0.0486686962554156,0.09096682303298508,-0.0018705980289165016
167,0.7655568023584465,0.7655468644320583,0.49918689463630933,0.048605878759172584,0.09943407522306362,0.007089778098840874
168,0.7588549522661734,0.7588436589112217,0.4996771398228769,0.04851333936362723,0.10626754708316634,0.00020479312100628384
169,0.7553399273663487,0.7553278819848942,0.5002422758212032,0.04852839070783864,0.10939211459184607,-0.008844382503949852
170,0.7642042486956878,0.7641909569357288,0.5026745983003401,0.04879222415863848,0.11464123929787635,-0.012190545126177519
171,0.7680484166380668,0.76803662071023,0.5011378789936362,0.04869871910432894,0.10629469722491655,-0.022289379055507392
172,0.7634108264835292,0.7633994244482004,0.4995964113446818,0.048466500307299154,0.10561592617031638,-0.01570856505061142
173,0.7637658992016809,0.7637557504969636,0.4979336643245804,0.04847916896931104,0.10061195162405465,-0.005038413692717223
174,0.7605415857701606,0.7605306642608696,0.4990572355431522,0.04843533984935905,0.10447374285410047,-0.00248816242615481
175,0.7613250900068284,0.761314622154145,0.4991814216836678,0.048682300861689294,0.10230944864213178,0.0002607633113894573
176,0.7626802086155418,0.7626692001846396,0.5006162085357436,0.0487699207632428,0.10483391818145292,0.004208127413593054
177,0.7675471130608843,0.7675351125033073,0.49740783568050706,0.048658520027532744,0.10942755532564584,0.005058252889729191
178,0.7659061238127999,0.7658928955797052,0.501666883226147,0.04868999964905344,0.11423574584677067,0.013335681318040042
179,0.7632286370548116,0.763217048307416,0.5010083129834046,0.0487112865380739,0.1076060851816339,-0.003014366858409332
180,0.7591476738051623,0.7591367661538038,0.5002338996168907,0.048733680469108864,0.10393141793032247,-0.010262402925444482
181,0.7638570668642359,0.7638441565668138,0.5010358112117549,0.04869487846693666,0.11320995634087,-0.009654127044888704
182,0.7700335122922592,0.7700202448927417,0.5037523004646584,0.04857944788340275,0.11474321912463226,-0.010039256030986068
183,0.7672628922708951,0.7672512920378826,0.5010648545890681,0.04862445139831966,0.10755937795775034,-0.005532205235874674
184,0.7646270330579797,0.7646145314759418,0.5001291206840757,0.048594585140493606,0.11178229808472885,-0.002385507332658759
185,0.7610774524428111,0.7610634815904729,0.5023583161685495,0.048511725680451166,0.11817517687206092,0.002206593689027324
186,0.7616689402189489,0.7616547104415595,0.5026832275191139,0.048477428265458644,0.119264627758295,-0.0022602310738637555
187,0.7608635561242869,0.7608501621403064,0.5011412315155485,0.048428213881453505,0.11499303320030993,-0.013037011699960776
188,0.7584032419140864,0.7583903418935135,0.5031729866177057,0.048413062865245916,0.11217313926897787,-0.01779278638953111
189,0.7566188116974313,0.756607137695918,0.49954569896961953,0.04824777341402725,0.10741253379165348,-0.011658786073955643
190,0.754788027472637,0.7547775663152015,0.5002436605953097,0.048353172843619216,0.10223270426752525,0.0030023962741557897
191,0.7589576482325111,0.7589481967041971,0.4989256003442091,0.04857771969787853,0.09700243042643679,0.006437324439631613
192,0.7600656655118984,0.7600538475516865,0.5018854485879294,0.0487191898269076,0.108480241585444,0.007026743089244023
193,0.760195332810163,0.7601833112706705,0.49853178162275746,0.04853356097716429,0.10963385395658662,0.0011536424523898154
194,0.7582478242307545,0.7582358317415442,0.5008749314367038,0.04867640373222016,0.1090119055184862,0.010405074123892431
195,0.7571386557120433,0.757126409445728,0.5029967241928879,0.048659182172542864,0.11045292620243893,-0.006766489886613948
196,0.7610350687519088,0.7610239196252182,0.4986151983780644,0.04837438299459518,0.10489462642100703,-0.012066798059388206
197,0.757540022010332,0.7575291310359161,0.5004671531841816,0.048722411058918114,0.10418513158801737,-0.005982931823990368
198,0.7572132772556956,0.7572006174214735,0.5028354963010252,0.04880058276130347,0.11206120459118725,-0.01007378714095907
199,0.7622318752736487,0.762219013628897,0.4983832592209468,0.04856347625403094,0.11319169003907635,-0.006974174009567749
200,0.7587241562777592,0.758712725851089,0.49988063334142296,0.048549934310917336,0.10689593150412219,0.0017402439895508077
201,0.7617556448224811,0.7617427907379506,0.5026190869687832,0.04876842051011659,0.11328936676673912,-0.0043504845207830226
202,0.7673408413236315,0.7673280524196647,0.49943463122071796,0.048644397549838674,0.11228983679732546,-0.013386487056195023
203,0.7678153554827346,0.7678015610162382,0.5006816542699354,0.04854248006208241,0.11742333993558327,-0.002348341549532821
204,0.7641709688554583,0.7641596925664657,0.49972749144493683,0.04851378959742252,0.10598232898804125,-0.006581965351079273
205,0.7652200793699223,0.7652100802054391,0.4984973971315786,0.04826605043926251,0.09898539078914256,-0.014154491975417061
206,0.7690984623902444,0.7690898179970405,0.4971163416052093,0.04845122186869449,0.09232580314909195,-0.010938002985249957
207,0.7666596615397766,0.7666523402347372,0.4967985495205817,0.04883998818794681,0.08525794047742839,-0.007189862316519202
208,0.7713100069369719,0.7713012919853142,0.49754524333314876,0.04867401402822404,0.09332450232496957,-0.0021891210874385955
209,0.7726594017753687,0.7726507573393806,0.4961059544424648,0.048827261345439806,0.09237699747326333,-0.010498961789158611
210,0.7651184778043287,0.7651089572825492,0.4979252487394909,0.04865275036096548,0.09664321715829076,-0.01341330223951605
211,0.7657369589406889,0.7657266499891824,0.5007627981441584,0.048641722611339956,0.10037822716006732,-0.015247019169447488
212,0.7617226758095028,0.7617114519078039,0.501304088033253,0.048619578866236836,0.10383233677383209,-0.021025057258775737
213,0.7679834609756964,0.7679704219451816,0.501314671196195,0.04862072197177375,0.11325498078444622,-0.01454769587064266
214,0.7687537003643824,0.7687390265950692,0.503165447155855,0.04859627377446035,0.12103586310439397,-0.004834301234033415
215,0.7698423228019915,0.7698268689209508,0.5037234691517588,0.048701551661647996,0.12401702904168817,-0.008539526323922715
216,0.7708406609034083,0.77082668555259,0.5039799979767696,0.049023854004571904,0.11802723550600125,-0.006646521074461437
217,0.7641610502553471,0.7641458408494555,0.5035154621026245,0.049202669311983194,0.12321420297332268,-0.005187443686556253
218,0.7703497765112582,0.7703339843578874,0.503516412231199,0.048914700353610174,0.1256619037121156,-0.0006808046922226182
219,0.7686369188798147,0.7686246888221634,0.500515846211958,0.04861614311489931,0.10981944233152272,-0.012998176474768013
220,0.7672236837060786,0.7672114499440453,0.5006554824862036,0.04867840518323,0.11050909440592409,-0.004548867760414855
221,0.769129184000567,0.7691187001279205,0.5016740081037299,0.04893495539143054,0.10203315210952513,-0.008502570354458075
222,0.7711564558079591,0.7711464201436031,0.497276092938511,0.04876326888280075,0.09815841155550399,-0.01999427088677659
223,0.7644015195683316,0.7643908400483017,0.5007338843297384,0.04878551826640479,0.1027479995602483,-0.011024970448201415
224,0.7674797912021752,0.7674713224859802,0.4977395314912125,0.04883854051511714,0.0914511549346199,-0.010226416761257483
225,0.777228452339539,0.7772182665626293,0.4957981433147819,0.048615422473353424,0.10070575481815547,0.006580015985019052
226,0.7795629838774362,0.7795519607618084,0.5012887579709542,0.04866691651815416,0.10473616768597796,0.00725308142715675
227,0.7729223227268998,0.7729126451157291,0.49796811087099896,0.04880860029114231,0.09806072355405739,-0.007800900325250578
228,0.7790957913901616,0.7790829700551946,0.4999320055236349,0.04885979632729723,0.11315209024242809,-0.004132661423058793
229,0.779103957013171,0.7790904126377666,0.5010805267531425,0.04878060711933765,0.1163708065498114,-0.0011628373081423841
230,0.7702857001636686,0.7702744482309056,0.49890957875676134,0.04877151497636033,0.10577256590872572,-0.007953071327368421
231,0.7697787576289731,0.7697671986625125,0.4998015845237535,0.0486503884565163,0.10655259802493122,-0.014306499626512672
232,0.7740338726542227,0.7740215219193308,0.5013450918074116,0.0486159151632717,0.10878942752986258,-0.022688393737289966
233,0.7716029088056663,0.7715917624832072,0.5012763936456196,0.048886492367282396,0.10280261963241331,-0.024023216875562258
234,0.7703281153296491,0.7703166717526201,0.5010695010481896,0.04891108280852723,0.10165909188037628,-0.03328930597952396
235,0.7677966058606239,0.767785307265581,0.49959004656430656,0.048547328512912706,0.10440516988178446,-0.01993286110870798
236,0.7714476513913058,0.7714370504547944,0.4997865827320485,0.0488260274546267,0.102159779046313,-0.012785267014241989
237,0.7700159213604156,0.7700057430642637,0.499333898310283,0.048832733241675995,0.10079567261672288,-0.00420168893763802
238,0.780569137614383,0.7805590339269585,0.5001376534536928,0.04884534732783033,0.10050849923619844,0.00091177782369925
239,0.7799722999189238,0.7799631470188888,0.4990345806922709,0.048862793193276945,0.09554801522860563,0.004750500859680202
240,0.780355853099272,0.7803447701785817,0.5035391770002847,0.048880910882824646,0.10505788352291631,0.006697105767911188
241,0.7811810525218006,0.7811694044320181,0.49744384967497257,0.048768332511534056,0.10791388101996013,0.0013358648078619659
242,0.7720992289243325,0.7720878014413414,0.5004909243426169,0.04866972693338711,0.10665737356542893,0.007128230797711892
243,0.7589889828373672,0.7589786253166453,0.4970418052184426,0.048662405509526524,0.10173289417344024,-0.0026618626159395226
244,0.7617817374193228,0.7617736406700795,0.5002919780938947,0.048704966328319825,0.08947703674318765,-0.009474431070416834
245,0.7637859927248921,0.7637774783699259,0.49720722293105035,0.048708690234372506,0.09126449914563714,-0.013575754566477555
246,0.7623977533936627,0.762390083839995,0.4965669228124234,0.04910493359411112,0.08724938226200146,-0.007499924125173333
